1     # ionic step
 Electronic state energy (eV) and occupations
 Spin number 2
 spin=1 k-point=1/1 Cartesian=0.0000000 0.0000000 0.0000000 (72605 plane wave)
 1 -93.19730637478263 1.000000000000000
 2 -93.19729882472284 1.000000000000000
 3 -93.19724570706907 1.000000000000000
 4 -93.19723549142225 1.000000000000000
 5 -93.19721690694435 1.000000000000000
 6 -93.19721532736746 1.000000000000000
 7 -93.19713525688572 1.000000000000000
 8 -93.19712373313844 1.000000000000000
 9 -93.19709221813160 1.000000000000000
 10 -84.39243759333824 1.000000000000000
 11 -84.39243305205015 1.000000000000000
 12 -84.39242622784668 1.000000000000000
 13 -84.39226429964702 1.000000000000000
 14 -84.39225625001195 1.000000000000000
 15 -84.39224531440725 1.000000000000000
 16 -84.39224479818776 1.000000000000000
 17 -84.39222590982767 1.000000000000000
 18 -84.39221893038308 1.000000000000000
 19 -71.09805965039757 1.000000000000000
 20 -71.09805222815294 1.000000000000000
 21 -71.09804620950275 1.000000000000000
 22 -71.09801458607161 1.000000000000000
 23 -71.09801289332489 1.000000000000000
 24 -71.09800119914978 1.000000000000000
 25 -71.09799351848716 1.000000000000000
 26 -71.09799083800981 1.000000000000000
 27 -71.09798360858443 1.000000000000000
 28 -53.70466599158835 1.000000000000000
 29 -53.70464446762852 1.000000000000000
 30 -53.70456621011068 1.000000000000000
 31 -53.70455304721460 1.000000000000000
 32 -53.70451515117807 1.000000000000000
 33 -53.70449905176547 1.000000000000000
 34 -53.70444211299183 1.000000000000000
 35 -53.70442892476967 1.000000000000000
 36 -53.70439736376014 1.000000000000000
 37 -53.70287837725253 1.000000000000000
 38 -53.70285519578943 1.000000000000000
 39 -53.70283413950910 1.000000000000000
 40 -53.70278273323441 1.000000000000000
 41 -53.70277649668351 1.000000000000000
 42 -53.70275143089103 1.000000000000000
 43 -53.70268100606435 1.000000000000000
 44 -53.70266826266733 1.000000000000000
 45 -53.70262390792881 1.000000000000000
 46 -53.55898164441987 1.000000000000000
 47 -53.55896823166238 1.000000000000000
 48 -53.55892633428360 1.000000000000000
 49 -53.55891897359427 1.000000000000000
 50 -53.55887126079428 1.000000000000000
 51 -53.55885528729215 1.000000000000000
 52 -53.55882683059198 1.000000000000000
 53 -53.55876766969642 1.000000000000000
 54 -53.55874304607912 1.000000000000000
 55 -47.72551348859280 1.000000000000000
 56 -47.72549118977916 1.000000000000000
 57 -47.72548880471135 1.000000000000000
 58 -47.72535615223757 1.000000000000000
 59 -47.72532005958558 1.000000000000000
 60 -47.72530786611748 1.000000000000000
 61 -47.72529494786838 1.000000000000000
 62 -47.72528117240375 1.000000000000000
 63 -47.72524675559493 1.000000000000000
 64 -47.72433031161611 1.000000000000000
 65 -47.72432692882890 1.000000000000000
 66 -47.72428384346986 1.000000000000000
 67 -47.72415795883315 1.000000000000000
 68 -47.72415195203115 1.000000000000000
 69 -47.72410284123598 1.000000000000000
 70 -47.72409663883212 1.000000000000000
 71 -47.72408187332820 1.000000000000000
 72 -47.72407793498264 1.000000000000000
 73 -47.54969549132698 1.000000000000000
 74 -47.54968680434061 1.000000000000000
 75 -47.54965955022386 1.000000000000000
 76 -47.54953165669716 1.000000000000000
 77 -47.54952625222219 1.000000000000000
 78 -47.54948946697373 1.000000000000000
 79 -47.54948231408454 1.000000000000000
 80 -47.54947153310330 1.000000000000000
 81 -47.54942784133825 1.000000000000000
 82 -39.95378419724268 1.000000000000000
 83 -39.95377661256068 1.000000000000000
 84 -39.95374049702865 1.000000000000000
 85 -39.95373572936728 1.000000000000000
 86 -39.95372694008260 1.000000000000000
 87 -39.95371775017409 1.000000000000000
 88 -39.95365850125159 1.000000000000000
 89 -39.95361291748561 1.000000000000000
 90 -39.95360512617034 1.000000000000000
 91 -39.95208426933845 1.000000000000000
 92 -39.95207814819674 1.000000000000000
 93 -39.95204143472824 1.000000000000000
 94 -39.95203691942977 1.000000000000000
 95 -39.95202476546478 1.000000000000000
 96 -39.95201608022793 1.000000000000000
 97 -39.95196243739060 1.000000000000000
 98 -39.95191723130247 1.000000000000000
 99 -39.95190379963287 1.000000000000000
 100 -39.83203640605070 1.000000000000000
 101 -39.83202402630460 1.000000000000000
 102 -39.83201834919848 1.000000000000000
 103 -39.83200003987149 1.000000000000000
 104 -39.83198638178882 1.000000000000000
 105 -39.83198190103786 1.000000000000000
 106 -39.83193602642464 1.000000000000000
 107 -39.83193235053916 1.000000000000000
 108 -39.83192645177209 1.000000000000000
 109 -33.93185945847262 1.000000000000000
 110 -33.93162031509907 1.000000000000000
 111 -33.93157435184045 1.000000000000000
 112 -33.90824182387204 1.000000000000000
 113 -33.90823677794955 1.000000000000000
 114 -33.90821224275994 1.000000000000000
 115 -33.90820726520966 1.000000000000000
 116 -33.90815584353317 1.000000000000000
 117 -33.90815201869093 1.000000000000000
 118 -33.90717310497281 1.000000000000000
 119 -33.90717203508019 1.000000000000000
 120 -33.90713446130079 1.000000000000000
 121 -33.90713303907733 1.000000000000000
 122 -33.90708114050828 1.000000000000000
 123 -33.90707970793897 1.000000000000000
 124 -33.90644869231379 1.000000000000000
 125 -33.90644678470784 1.000000000000000
 126 -33.90641299127611 1.000000000000000
 127 -33.90641152984891 1.000000000000000
 128 -33.90635048560036 1.000000000000000
 129 -33.90634931541761 1.000000000000000
 130 -33.89558774741408 1.000000000000000
 131 -33.89557690199240 1.000000000000000
 132 -33.89551694118769 1.000000000000000
 133 -33.89455085387578 1.000000000000000
 134 -33.89453765783291 1.000000000000000
 135 -33.89447755156602 1.000000000000000
 136 -9.245360248701614 1.000000000000000
 137 -9.151055370559225 1.000000000000000
 138 -9.151050935951965 1.000000000000000
 139 -8.248323292546154 1.000000000000000
 140 -8.248321951347998 1.000000000000000
 141 -8.239801862295888 1.000000000000000
 142 -8.239795916717528 1.000000000000000
 143 -8.228932968175808 1.000000000000000
 144 -8.228932771505660 1.000000000000000
 145 -8.157960890740927 1.000000000000000
 146 -8.157956718672688 1.000000000000000
 147 -8.156616675168909 1.000000000000000
 148 -8.156616250855047 1.000000000000000
 149 -8.146787288423583 1.000000000000000
 150 -8.146785918303117 1.000000000000000
 151 -8.137882963917884 1.000000000000000
 152 -8.137882395748422 1.000000000000000
 153 -8.133553729370762 1.000000000000000
 154 -8.133553468264600 1.000000000000000
 155 -8.132750235451926 1.000000000000000
 156 -8.132744427916174 1.000000000000000
 157 -7.695774957472459 1.000000000000000
 158 -7.695745606041922 1.000000000000000
 159 -7.604252928760046 1.000000000000000
 160 -7.604252792936943 1.000000000000000
 161 -7.602796986702447 1.000000000000000
 162 -7.602796570647056 1.000000000000000
 163 -7.594878380995640 1.000000000000000
 164 -7.594873717105677 1.000000000000000
 165 -7.589634991664422 1.000000000000000
 166 -7.589367703037387 1.000000000000000
 167 -7.589356569094914 1.000000000000000
 168 -7.582455982031628 1.000000000000000
 169 -7.582451966370889 1.000000000000000
 170 -7.582436806931412 1.000000000000000
 171 -7.579930131740319 1.000000000000000
 172 -7.579929286796275 1.000000000000000
 173 -7.549902858536752 1.000000000000000
 174 -7.549899445735756 1.000000000000000
 175 -7.549866430045444 1.000000000000000
 176 -7.549865706648766 1.000000000000000
 177 -7.541608069425186 1.000000000000000
 178 -7.494226391924308 1.000000000000000
 179 -7.494218752292776 1.000000000000000
 180 -7.494198585966540 1.000000000000000
 181 -7.487069792902280 1.000000000000000
 182 -7.487058473531279 1.000000000000000
 183 -7.486746539476596 1.000000000000000
 184 -7.473397944135627 1.000000000000000
 185 -7.473397618466993 1.000000000000000
 186 -7.472487165809444 1.000000000000000
 187 -7.472481307283618 1.000000000000000
 188 -7.434181835817454 1.000000000000000
 189 -7.434180841054043 1.000000000000000
 190 3.614295260182137 1.000000000000000
 191 3.893133378233297 1.000000000000000
 192 3.893133824581495 1.000000000000000
 193 3.905415489129154 1.000000000000000
 194 3.905415925201666 1.000000000000000
 195 3.910602283387357 1.000000000000000
 196 3.910603222277990 1.000000000000000
 197 3.959556847704101 1.000000000000000
 198 3.959557293571091 1.000000000000000
 199 4.017098677672712 1.000000000000000
 200 4.017101821190382 1.000000000000000
 201 4.060490325895639 1.000000000000000
 202 4.060490550207017 1.000000000000000
 203 4.187905142210472 1.000000000000000
 204 4.187917560819408 1.000000000000000
 205 4.236175597741587 1.000000000000000
 206 4.236683826396771 1.000000000000000
 207 4.236910133392147 1.000000000000000
 208 4.236913745405182 1.000000000000000
 209 4.246497032654639 1.000000000000000
 210 4.246497805031620 1.000000000000000
 211 4.254363073350517 1.000000000000000
 212 4.254367147002549 1.000000000000000
 213 4.259964344142507 1.000000000000000
 214 4.259970244800584 1.000000000000000
 215 4.387465669018788 1.000000000000000
 216 4.387465894723122 1.000000000000000
 217 4.444092818147117 1.000000000000000
 218 4.444093222016299 1.000000000000000
 219 4.454792440592692 1.000000000000000
 220 4.454792735002493 1.000000000000000
 221 4.542460675558659 1.000000000000000
 222 4.542462052783761 1.000000000000000
 223 4.599519938098118 1.000000000000000
 224 4.611832669108516 1.000000000000000
 225 4.611839329208540 1.000000000000000
 226 4.632920231251499 1.000000000000000
 227 4.632922460330947 1.000000000000000
 228 4.640270952122384 1.000000000000000
 229 4.654038582167150 1.000000000000000
 230 4.654039468522985 1.000000000000000
 231 4.695300821409967 1.000000000000000
 232 4.695302346782070 1.000000000000000
 233 4.768225013355251 1.000000000000000
 234 4.768225422709458 1.000000000000000
 235 4.771074681463982 1.000000000000000
 236 4.771075288649078 1.000000000000000
 237 4.787089882480253 1.000000000000000
 238 4.792982079321041 1.000000000000000
