1     # ionic step
 Electronic state energy (eV) and occupations
 Spin number 1
 spin=1 k-point=1/20 Cartesian=0.0000000 0.0000000 0.0000000 (10059 plane wave)
 1 -27.31809683602088 0.005830903790087463
 2 -27.31809682944035 0.005830903790087463
 3 -27.31134384082421 0.005830903790087463
 4 -27.31134133203125 0.005830903790087463
 5 -27.31133302376486 0.005830903790087463
 6 -27.31001442846726 0.005830903790087463
 7 -27.31001442688527 0.005830903790087463
 8 -27.31001442431657 0.005830903790087463
 9 -27.30082190364055 0.005830903790087463
 10 -27.30082172363064 0.005830903790087463
 11 -27.30082155350147 0.005830903790087463
 12 -27.26758695859318 0.005830903790087463
 13 -27.26758440571237 0.005830903790087463
 14 -27.26757551241392 0.005830903790087463
 15 -27.26715011253292 0.005830903790087463
 16 -27.26714862552211 0.005830903790087463
 17 -27.26714579821099 0.005830903790087463
 18 -27.26713774805276 0.005830903790087463
 19 -27.26713494449777 0.005830903790087463
 20 -27.26713344485040 0.005830903790087463
 21 -6.779748669471955 0.005830903790087463
 22 -6.779748217122442 0.005830903790087463
 23 -6.779748007667928 0.005830903790087463
 24 -6.690349339218758 0.005830903790087463
 25 -6.690349338503067 0.005830903790087463
 26 -6.690349333838272 0.005830903790087463
 27 -6.650582282919927 0.005830903790087463
 28 -6.650572545427504 0.005830903790087463
 29 -6.650564806326995 0.005830903790087463
 30 -6.635405200651103 0.005830903790087463
 31 -6.635395818109447 0.005830903790087463
 32 -6.635391713967223 0.005830903790087463
 33 -6.635387521544997 0.005830903790087463
 34 -6.635383411627065 0.005830903790087463
 35 -6.635374036454902 0.005830903790087463
 36 -6.632423571824948 0.005830903790087463
 37 -6.632423553834852 0.005830903790087463
 38 -6.603741115544596 0.005830903790087463
 39 -6.603732421631384 0.005830903790087463
 40 -6.603725939759429 0.005830903790087463
 41 -4.284041430315120 0.005830903790087463
 42 -2.011944914659483 0.005830903790087463
 43 -2.011936134265285 0.005830903790087463
 44 -2.011934087490040 0.005830903790087463
 45 1.518193799037500 0.005830903790087463
 46 1.518199246725763 0.005830903790087463
 47 1.518205601487806 0.005830903790087463
 48 5.598549762629856 0.005830903790087463
 49 5.598550936206319 0.005830903790087463
 50 5.598551975757165 0.005830903790087463
 51 5.598553987684671 0.005830903790087463
 52 5.598555638319095 0.005830903790087463
 53 5.598556740912638 0.005830903790087463
 54 8.095578117587429 0.005829300977895912
 55 8.095578117555974 0.005829300977905631
 56 8.095578117507262 0.005829300977920683
 57 8.222615471799537 4.808416738541123e-06
 58 9.675858498877341 0.000000000000000
 59 9.675859333169484 0.000000000000000
 60 9.675860159342530 0.000000000000000
 61 9.798077955129212 0.000000000000000
 62 9.798079432217461 0.000000000000000
 63 9.798081197390982 0.000000000000000
 64 11.84771944879059 0.000000000000000
 65 11.84771944894977 0.000000000000000
 66 11.84771944887474 0.000000000000000
 67 15.54683532380911 0.000000000000000
 68 17.87981242003999 0.000000000000000

 spin=1 k-point=2/20 Cartesian=0.02484394277346797 0.000000000000000 0.000000000000000 (10095 plane wave)
 1 -27.31992540234041 0.03498542274052478
 2 -27.31991820265083 0.03498542274052478
 3 -27.31474935410827 0.03498542274052478
 4 -27.31474934135377 0.03498542274052478
 5 -27.30854744036089 0.03498542274052478
 6 -27.30854743329821 0.03498542274052478
 7 -27.30546664401958 0.03498542274052478
 8 -27.30441244126397 0.03498542274052478
 9 -27.30360705077585 0.03498542274052478
 10 -27.29701642222728 0.03498542274052478
 11 -27.29380793874275 0.03498542274052478
 12 -27.29380792578509 0.03498542274052478
 13 -27.28882531025679 0.03498542274052478
 14 -27.28388722797135 0.03498542274052478
 15 -27.28387942335942 0.03498542274052478
 16 -27.28362533773369 0.03498542274052478
 17 -27.28362533554105 0.03498542274052478
 18 -27.27639283783421 0.03498542274052478
 19 -27.27637622285062 0.03498542274052478
 20 -27.27375896093509 0.03498542274052478
 21 -6.782522146816939 0.03498542274052478
 22 -6.782521805109349 0.03498542274052478
 23 -6.777690733490971 0.03498542274052478
 24 -6.694811093613188 0.03498542274052478
 25 -6.688912573897513 0.03498542274052478
 26 -6.688912568065397 0.03498542274052478
 27 -6.653091480792262 0.03498542274052478
 28 -6.653085915915622 0.03498542274052478
 29 -6.648099736385062 0.03498542274052478
 30 -6.648099652280315 0.03498542274052478
 31 -6.643773752060882 0.03498542274052478
 32 -6.643773698663776 0.03498542274052478
 33 -6.641191360657820 0.03498542274052478
 34 -6.638405411670719 0.03498542274052478
 35 -6.638393538973297 0.03498542274052478
 36 -6.626182060663085 0.03498542274052478
 37 -6.625100696771978 0.03498542274052478
 38 -6.610737389176156 0.03498542274052478
 39 -6.610730670809326 0.03498542274052478
 40 -6.606488497270262 0.03498542274052478
 41 -4.209933181567361 0.03498542274052478
 42 -2.216692984426067 0.03498542274052478
 43 -2.003730467796873 0.03498542274052478
 44 -2.003722203784442 0.03498542274052478
 45 1.546824734099456 0.03498542274052478
 46 1.546827198655258 0.03498542274052478
 47 1.813966047436475 0.03498542274052478
 48 5.424858443740127 0.03498542274052478
 49 5.424859403451356 0.03498542274052478
 50 5.463028129167654 0.03498542274052478
 51 5.463032780492505 0.03498542274052478
 52 5.678309042739829 0.03498542274052478
 53 5.678309043019139 0.03498542274052478
 54 6.930083281720389 0.03498542274052478
 55 7.867473538748301 0.03498542274052478
 56 7.867473538756615 0.03498542274052478
 57 9.370881553822668 0.000000000000000
